z,d,rad,n
campus,2019-12-17,,0
ring,2019-12-17,,0
campus,2019-12-18,,0
ring,2019-12-18,,0
campus,2019-12-19,38.29750312607864,4
ring,2019-12-19,31.69755782695463,208
campus,2019-12-20,,0
ring,2019-12-20,,0
campus,2019-12-21,,0
ring,2019-12-21,,0
campus,2019-12-22,35.22219948933042,4
ring,2019-12-22,22.728217380653714,1344
campus,2019-12-23,,0
ring,2019-12-23,,0
campus,2019-12-24,,0
ring,2019-12-24,,0
campus,2019-12-25,,0
ring,2019-12-25,0.734030415614446,24
campus,2019-12-26,39.030013438451256,2
ring,2019-12-26,7.053115052425846,461
campus,2019-12-27,39.52019651182767,4
ring,2019-12-27,26.27566743575774,1425
campus,2019-12-28,,0
ring,2019-12-28,,0
campus,2019-12-29,,0
ring,2019-12-29,27.360893107584236,170
campus,2019-12-30,37.97872804362199,4
ring,2019-12-30,27.428765835189516,1340
campus,2020-01-01,,0
ring,2020-01-01,,0
campus,2020-01-02,,0
ring,2020-01-02,,0
campus,2020-01-03,,0
ring,2020-01-03,,0
campus,2020-01-04,14.051332473754883,1
ring,2020-01-04,11.005500828387442,182
campus,2020-01-05,,0
ring,2020-01-05,,0
campus,2020-01-06,,0
ring,2020-01-06,7.25666919887873,35
campus,2020-01-07,12.927613380003947,3
ring,2020-01-07,13.996377592200616,225
campus,2020-01-08,,0
ring,2020-01-08,,0
campus,2020-01-09,,0
ring,2020-01-09,,0
campus,2020-01-10,,0
ring,2020-01-10,,0
campus,2020-01-11,,0
ring,2020-01-11,,0
campus,2020-01-12,38.85192551284001,4
ring,2020-01-12,28.055683933149172,1209
campus,2020-01-13,32.433272194218,3
ring,2020-01-13,24.719390345837777,1034
campus,2020-01-14,32.98414364376584,3
ring,2020-01-14,25.835568902795327,1238
campus,2020-01-15,,0
ring,2020-01-15,,0
campus,2020-01-16,,0
ring,2020-01-16,,0
campus,2020-01-17,,0
ring,2020-01-17,,0
campus,2020-01-18,,0
ring,2020-01-18,,0
campus,2020-01-19,37.944537997245796,4
ring,2020-01-19,24.302322225157493,1419
campus,2020-01-20,33.372709500378576,4
ring,2020-01-20,20.37662902991012,1423
campus,2020-01-21,,0
ring,2020-01-21,,0
campus,2020-01-22,,0
ring,2020-01-22,,0
campus,2020-01-23,,0
ring,2020-01-23,,0
campus,2020-01-24,,0
ring,2020-01-24,,0
campus,2020-01-25,,0
ring,2020-01-25,,0
campus,2020-01-26,,0
ring,2020-01-26,,0
campus,2020-01-27,,0
ring,2020-01-27,,0
campus,2020-01-28,,0
ring,2020-01-28,,0
campus,2020-01-29,,0
ring,2020-01-29,22.854493668127436,1217
campus,2020-01-30,47.57749861684339,4
ring,2020-01-30,27.74297063881599,1428
campus,2020-01-31,41.098591381105884,4
ring,2020-01-31,26.090765007865627,1425
campus,2020-02-01,,0
ring,2020-02-01,,0
campus,2020-02-02,,0
ring,2020-02-02,,0
campus,2020-02-03,,0
ring,2020-02-03,25.381994686717128,783
campus,2020-02-04,51.98266115681879,4
ring,2020-02-04,32.04556998750881,1244
campus,2020-02-05,37.826857850469395,4
ring,2020-02-05,28.19830824354087,1249
campus,2020-02-06,,0
ring,2020-02-06,,0
campus,2020-02-07,,0
ring,2020-02-07,,0
campus,2020-02-08,36.88736298577539,4
ring,2020-02-08,25.643580926452717,1263
campus,2020-02-09,49.49899777872809,4
ring,2020-02-09,30.659832814000588,1219
campus,2020-02-10,,0
ring,2020-02-10,,0
campus,2020-02-11,,0
ring,2020-02-11,,0
campus,2020-02-12,45.4777992840471,4
ring,2020-02-12,25.550034641062606,1297
campus,2020-02-13,17.17961883544922,1
ring,2020-02-13,15.41199300924011,430
campus,2020-02-14,,0
ring,2020-02-14,12.15222619331145,411
campus,2020-02-15,,0
ring,2020-02-15,10.098557520363626,238
campus,2020-02-16,45.06834885991854,4
ring,2020-02-16,27.83294745090002,1254
